complaint_id,area_id,state,district,latitude,longitude,technology,coverage_status,last_updated,issue_type,network_type,status,reported_date,call_duration,signal_strength,dropped_call
CMP-00353,AREA-0013,Pahang,Kuantan,3.72287,103.510715,5G,Poor,22/12/2025,Slow Speed,4G,Resolved,28/11/2025,1648,5,0
CMP-00354,AREA-0023,Selangor,Hulu Langat,2.960627,101.700253,4G,Good,26/12/2025,Poor Coverage,Fiber,Resolved,16/9/2025,1443,4,0
CMP-00355,AREA-0045,Perak,Taiping,4.577652,100.76174,Fiber,Moderate,11/1/2026,Slow Speed,4G,In Progress,16/11/2025,1445,5,1
CMP-00356,AREA-0039,Selangor,Petaling,2.912533,101.790065,5G,Moderate,3/1/2026,Slow Speed,Fiber,Resolved,9/12/2025,103,4,0
CMP-00357,AREA-0007,Sabah,Kota Kinabalu,5.868892,116.084352,4G,Good,17/12/2025,No Connectivity,5G,Submitted,20/10/2025,253,5,0
CMP-00358,AREA-0007,Sabah,Kota Kinabalu,4.249143,116.677694,4G,Good,17/12/2025,No Connectivity,5G,Resolved,12/11/2025,3298,2,1
CMP-00359,AREA-0023,Selangor,Hulu Langat,2.96703,101.416679,4G,Good,26/12/2025,Poor Coverage,Fiber,In Progress,30/10/2025,3183,3,1
CMP-00360,AREA-0005,Kedah,Alor Setar,5.796602,100.337111,5G,Poor,3/1/2026,Service Outage,5G,Resolved,28/11/2025,2557,0,0
CMP-00361,AREA-0002,Sarawak,Miri,3.68104,113.175167,5G,Moderate,31/12/2025,No Connectivity,5G,Resolved,2/11/2025,1496,4,0
CMP-00362,AREA-0007,Sabah,Kota Kinabalu,5.878753,116.305772,4G,Good,17/12/2025,Poor Coverage,5G,Resolved,8/9/2025,98,4,0
CMP-00363,AREA-0012,Sarawak,Kuching,2.412354,112.24982,4G,Good,5/1/2026,Poor Coverage,5G,Resolved,21/9/2025,2200,0,1
CMP-00364,AREA-0023,Selangor,Hulu Langat,2.862446,101.653615,4G,Good,26/12/2025,Service Outage,4G,Submitted,18/12/2025,1884,5,0
CMP-00365,AREA-0013,Pahang,Kuantan,3.72003,103.951397,5G,Poor,22/12/2025,Slow Speed,4G,Resolved,11/9/2025,2961,4,0
CMP-00366,AREA-0022,Sabah,Sandakan,4.899675,116.38648,4G,Good,5/1/2026,Slow Speed,5G,In Progress,6/10/2025,1919,2,1
CMP-00367,AREA-0007,Sabah,Kota Kinabalu,4.306411,116.664655,4G,Good,17/12/2025,Poor Coverage,5G,Resolved,11/10/2025,877,3,0
CMP-00368,AREA-0039,Selangor,Petaling,3.024887,101.850863,5G,Moderate,3/1/2026,Call Drop,Fiber,Resolved,1/10/2025,337,0,0
CMP-00369,AREA-0003,Penang,George Town,5.415855,100.2506,Fiber,Good,4/1/2026,Slow Speed,Fiber,Submitted,21/10/2025,2869,3,0
CMP-00370,AREA-0013,Pahang,Kuantan,3.516548,103.304848,5G,Poor,22/12/2025,Call Drop,Fiber,Resolved,4/11/2025,3234,4,0
CMP-00371,AREA-0005,Kedah,Alor Setar,5.565861,100.442283,5G,Poor,3/1/2026,No Connectivity,Fiber,In Progress,17/12/2025,956,4,0
CMP-00372,AREA-0013,Pahang,Kuantan,3.517689,102.692257,5G,Poor,22/12/2025,Call Drop,Fiber,Submitted,19/9/2025,1704,0,0
CMP-00373,AREA-0030,Selangor,Gombak,3.184767,101.586637,4G,Moderate,28/12/2025,Service Outage,4G,Resolved,28/12/2025,160,2,0
CMP-00374,AREA-0022,Sabah,Sandakan,5.83621,116.286124,4G,Good,5/1/2026,Poor Coverage,4G,Submitted,20/9/2025,1603,1,0
CMP-00375,AREA-0001,Penang,Seberang Perai,5.292568,100.45327,4G,Good,2/1/2026,Slow Speed,Fiber,In Progress,29/9/2025,2848,0,1
CMP-00376,AREA-0001,Penang,Seberang Perai,5.465936,100.445024,4G,Good,2/1/2026,Call Drop,4G,In Progress,13/11/2025,397,1,0
CMP-00377,AREA-0014,Johor,Kulai,1.459258,103.552955,4G,Good,11/1/2026,Call Drop,4G,In Progress,19/9/2025,1300,5,1
CMP-00378,AREA-0039,Selangor,Petaling,3.030348,101.415705,5G,Moderate,3/1/2026,Service Outage,Fiber,Submitted,25/10/2025,815,1,0
CMP-00379,AREA-0021,Pahang,Temerloh,3.185163,102.51123,4G,Good,29/12/2025,Service Outage,4G,Submitted,17/12/2025,1527,2,1
CMP-00380,AREA-0000,Kedah,Sungai Petani,6.433165,100.473386,4G,Moderate,17/12/2025,Service Outage,4G,Submitted,21/10/2025,1919,5,0
CMP-00381,AREA-0039,Selangor,Petaling,3.20939,101.858103,5G,Moderate,3/1/2026,Poor Coverage,5G,Submitted,27/9/2025,1415,1,0
CMP-00382,AREA-0045,Perak,Taiping,4.059958,101.34525,Fiber,Moderate,11/1/2026,Poor Coverage,5G,Submitted,6/11/2025,1158,5,0
CMP-00383,AREA-0021,Pahang,Temerloh,3.459795,103.641385,4G,Good,29/12/2025,No Connectivity,4G,In Progress,24/11/2025,1218,1,1
CMP-00384,AREA-0030,Selangor,Gombak,2.970933,101.426986,4G,Moderate,28/12/2025,No Connectivity,5G,Submitted,23/9/2025,400,2,0
CMP-00385,AREA-0014,Johor,Kulai,1.660928,102.858809,4G,Good,11/1/2026,Service Outage,5G,Submitted,25/11/2025,639,1,0
CMP-00386,AREA-0004,Johor,Johor Bahru,1.832292,102.615251,Fiber,Moderate,12/1/2026,Service Outage,5G,Submitted,30/11/2025,3104,1,0
CMP-00387,AREA-0005,Kedah,Alor Setar,5.683884,100.476809,5G,Poor,3/1/2026,Call Drop,5G,In Progress,2/11/2025,2735,1,1
CMP-00388,AREA-0001,Penang,Seberang Perai,5.222368,100.439066,4G,Good,2/1/2026,No Connectivity,5G,Resolved,2/11/2025,459,0,0
CMP-00389,AREA-0001,Penang,Seberang Perai,5.203393,100.291655,4G,Good,2/1/2026,Poor Coverage,Fiber,Submitted,2/12/2025,954,0,0
CMP-00390,AREA-0007,Sabah,Kota Kinabalu,4.659299,116.553162,4G,Good,17/12/2025,Slow Speed,Fiber,Resolved,12/11/2025,469,0,0
CMP-00391,AREA-0001,Penang,Seberang Perai,5.221038,100.262434,4G,Good,2/1/2026,Poor Coverage,5G,In Progress,16/11/2025,3446,2,1
CMP-00392,AREA-0022,Sabah,Sandakan,4.682308,116.845942,4G,Good,5/1/2026,No Connectivity,Fiber,Resolved,19/10/2025,1045,5,0
CMP-00393,AREA-0013,Pahang,Kuantan,3.754244,102.984766,5G,Poor,22/12/2025,Slow Speed,5G,In Progress,11/10/2025,2797,4,0
CMP-00394,AREA-0012,Sarawak,Kuching,3.26344,111.713453,4G,Good,5/1/2026,No Connectivity,Fiber,In Progress,25/10/2025,1693,1,0
CMP-00395,AREA-0001,Penang,Seberang Perai,5.451997,100.483427,4G,Good,2/1/2026,Service Outage,Fiber,Submitted,27/9/2025,2085,1,0
CMP-00396,AREA-0022,Sabah,Sandakan,5.194366,115.901898,4G,Good,5/1/2026,Call Drop,Fiber,Submitted,24/12/2025,2277,2,0
CMP-00397,AREA-0000,Kedah,Sungai Petani,5.379468,100.318902,4G,Moderate,17/12/2025,Service Outage,Fiber,Submitted,3/11/2025,3436,1,0
CMP-00398,AREA-0002,Sarawak,Miri,3.210413,110.821786,5G,Moderate,31/12/2025,Call Drop,5G,In Progress,19/10/2025,562,0,0
CMP-00399,AREA-0001,Penang,Seberang Perai,5.367894,100.481218,4G,Good,2/1/2026,Poor Coverage,Fiber,In Progress,8/12/2025,2485,4,0
CMP-00400,AREA-0041,Perak,Ipoh,4.587285,100.694088,5G,Moderate,20/12/2025,Service Outage,Fiber,Resolved,26/11/2025,1799,3,0
CMP-00401,AREA-0090,Johor,Batu Pahat,1.241998,103.684653,5G,Poor,27/12/2025,No Connectivity,5G,In Progress,14/10/2025,3354,1,0
CMP-00402,AREA-0005,Kedah,Alor Setar,5.883696,100.485926,5G,Poor,3/1/2026,No Connectivity,4G,In Progress,26/12/2025,2074,0,0
CMP-00403,AREA-0003,Penang,George Town,5.217684,100.428381,Fiber,Good,4/1/2026,No Connectivity,5G,Submitted,13/9/2025,225,3,0
CMP-00404,AREA-0000,Kedah,Sungai Petani,5.027944,100.405849,4G,Moderate,17/12/2025,Slow Speed,5G,Resolved,9/12/2025,3348,4,0
CMP-00405,AREA-0014,Johor,Kulai,1.557226,103.97946,4G,Good,11/1/2026,No Connectivity,4G,Resolved,7/10/2025,797,3,0
CMP-00406,AREA-0005,Kedah,Alor Setar,5.280551,100.425448,5G,Poor,3/1/2026,Service Outage,Fiber,Submitted,8/10/2025,2331,0,0
CMP-00407,AREA-0013,Pahang,Kuantan,3.587425,103.854214,5G,Poor,22/12/2025,No Connectivity,4G,In Progress,11/11/2025,2926,5,0
CMP-00408,AREA-0000,Kedah,Sungai Petani,5.530338,100.453601,4G,Moderate,17/12/2025,Poor Coverage,5G,Submitted,31/10/2025,959,5,0
CMP-00409,AREA-0090,Johor,Batu Pahat,2.176112,102.607251,5G,Poor,27/12/2025,No Connectivity,5G,Resolved,20/11/2025,1504,3,0
CMP-00410,AREA-0004,Johor,Johor Bahru,1.333798,102.063492,Fiber,Moderate,12/1/2026,Poor Coverage,4G,In Progress,18/11/2025,452,2,1
CMP-00411,AREA-0005,Kedah,Alor Setar,6.293624,100.442794,5G,Poor,3/1/2026,Call Drop,4G,Resolved,26/10/2025,3067,3,0
CMP-00412,AREA-0022,Sabah,Sandakan,5.261355,116.345142,4G,Good,5/1/2026,Service Outage,5G,Resolved,21/11/2025,815,1,0
CMP-00413,AREA-0013,Pahang,Kuantan,3.093158,103.767844,5G,Poor,22/12/2025,Poor Coverage,5G,Submitted,8/10/2025,658,1,0
CMP-00414,AREA-0007,Sabah,Kota Kinabalu,5.494061,116.080419,4G,Good,17/12/2025,No Connectivity,Fiber,Submitted,22/12/2025,3587,5,0
CMP-00415,AREA-0002,Sarawak,Miri,4.203125,109.727946,5G,Moderate,31/12/2025,Poor Coverage,5G,Resolved,11/11/2025,546,2,0
CMP-00416,AREA-0003,Penang,George Town,5.384449,100.253251,Fiber,Good,4/1/2026,Call Drop,5G,Resolved,24/10/2025,1215,0,0
CMP-00417,AREA-0012,Sarawak,Kuching,1.997653,113.948245,4G,Good,5/1/2026,Call Drop,4G,Submitted,13/12/2025,3120,1,0
CMP-00418,AREA-0045,Perak,Taiping,4.922725,101.26536,Fiber,Moderate,11/1/2026,Poor Coverage,Fiber,Submitted,25/11/2025,3583,5,0
CMP-00419,AREA-0012,Sarawak,Kuching,2.963637,113.063911,4G,Good,5/1/2026,Poor Coverage,5G,In Progress,6/12/2025,16,4,0
CMP-00420,AREA-0001,Penang,Seberang Perai,5.442542,100.305722,4G,Good,2/1/2026,Service Outage,Fiber,Resolved,21/12/2025,3243,5,0
CMP-00421,AREA-0001,Penang,Seberang Perai,5.29732,100.452214,4G,Good,2/1/2026,Poor Coverage,Fiber,Submitted,1/11/2025,1243,1,1
CMP-00422,AREA-0045,Perak,Taiping,4.050598,101.413309,Fiber,Moderate,11/1/2026,Service Outage,5G,In Progress,21/12/2025,2205,1,0
CMP-00423,AREA-0005,Kedah,Alor Setar,5.597062,100.42652,5G,Poor,3/1/2026,Call Drop,Fiber,In Progress,28/12/2025,2524,5,1
CMP-00424,AREA-0022,Sabah,Sandakan,5.053364,116.431952,4G,Good,5/1/2026,Service Outage,Fiber,Resolved,7/12/2025,1069,0,0
CMP-00425,AREA-0041,Perak,Ipoh,4.519921,100.588572,5G,Moderate,20/12/2025,Service Outage,4G,In Progress,18/11/2025,3444,3,0
CMP-00426,AREA-0001,Penang,Seberang Perai,5.470113,100.246958,4G,Good,2/1/2026,Slow Speed,4G,In Progress,28/11/2025,2565,1,0
CMP-00427,AREA-0005,Kedah,Alor Setar,5.379509,100.31322,5G,Poor,3/1/2026,Service Outage,5G,In Progress,30/9/2025,2146,5,0
CMP-00428,AREA-0013,Pahang,Kuantan,3.681979,102.877316,5G,Poor,22/12/2025,Poor Coverage,Fiber,In Progress,25/11/2025,1768,5,1
CMP-00429,AREA-0014,Johor,Kulai,2.228381,102.947515,4G,Good,11/1/2026,Call Drop,Fiber,In Progress,17/12/2025,1060,2,0
CMP-00430,AREA-0005,Kedah,Alor Setar,6.276171,100.412146,5G,Poor,3/1/2026,Call Drop,Fiber,Resolved,12/10/2025,2327,3,1
CMP-00431,AREA-0012,Sarawak,Kuching,2.949125,109.826048,4G,Good,5/1/2026,Slow Speed,5G,In Progress,4/11/2025,3420,4,0
CMP-00432,AREA-0003,Penang,George Town,5.454446,100.348294,Fiber,Good,4/1/2026,No Connectivity,Fiber,Submitted,30/10/2025,2544,0,1
CMP-00433,AREA-0090,Johor,Batu Pahat,1.385819,103.575524,5G,Poor,27/12/2025,Poor Coverage,5G,In Progress,26/9/2025,301,4,0
CMP-00434,AREA-0022,Sabah,Sandakan,4.276531,116.230408,4G,Good,5/1/2026,Service Outage,Fiber,Resolved,7/10/2025,180,3,0
CMP-00435,AREA-0007,Sabah,Kota Kinabalu,4.289344,116.691056,4G,Good,17/12/2025,Poor Coverage,5G,Submitted,2/11/2025,606,3,0
CMP-00436,AREA-0002,Sarawak,Miri,3.222275,110.554736,5G,Moderate,31/12/2025,No Connectivity,4G,In Progress,1/9/2025,3170,3,0
CMP-00437,AREA-0022,Sabah,Sandakan,4.544397,116.0229,4G,Good,5/1/2026,No Connectivity,Fiber,Submitted,23/10/2025,699,4,0
CMP-00438,AREA-0022,Sabah,Sandakan,4.314779,116.277938,4G,Good,5/1/2026,Service Outage,5G,Submitted,15/11/2025,992,3,0
CMP-00439,AREA-0013,Pahang,Kuantan,3.91995,103.925853,5G,Poor,22/12/2025,Call Drop,4G,In Progress,22/11/2025,1139,5,1
CMP-00440,AREA-0021,Pahang,Temerloh,3.43259,103.539346,4G,Good,29/12/2025,Call Drop,4G,Submitted,30/9/2025,190,4,0
CMP-00441,AREA-0013,Pahang,Kuantan,3.398319,103.280061,5G,Poor,22/12/2025,Service Outage,Fiber,Submitted,23/11/2025,2300,3,0
CMP-00442,AREA-0001,Penang,Seberang Perai,5.448404,100.353993,4G,Good,2/1/2026,Slow Speed,5G,Resolved,15/11/2025,980,5,0
CMP-00443,AREA-0041,Perak,Ipoh,4.973142,101.22479,5G,Moderate,20/12/2025,Slow Speed,5G,Resolved,7/10/2025,2975,2,0
CMP-00444,AREA-0000,Kedah,Sungai Petani,6.287371,100.415286,4G,Moderate,17/12/2025,Call Drop,5G,Resolved,31/10/2025,2006,3,0
CMP-00445,AREA-0021,Pahang,Temerloh,3.956689,103.057293,4G,Good,29/12/2025,Call Drop,4G,Submitted,25/9/2025,1184,4,0
CMP-00446,AREA-0001,Penang,Seberang Perai,5.411952,100.266355,4G,Good,2/1/2026,No Connectivity,5G,Submitted,9/10/2025,3327,1,0
CMP-00447,AREA-0013,Pahang,Kuantan,3.809181,103.213161,5G,Poor,22/12/2025,Call Drop,5G,Submitted,2/11/2025,3394,3,0
CMP-00448,AREA-0002,Sarawak,Miri,3.371538,111.493124,5G,Moderate,31/12/2025,Call Drop,4G,Resolved,16/9/2025,127,1,0
CMP-00449,AREA-0041,Perak,Ipoh,4.445049,100.54902,5G,Moderate,20/12/2025,Call Drop,Fiber,In Progress,27/10/2025,2065,5,0
CMP-00450,AREA-0030,Selangor,Gombak,3.049479,101.40056,4G,Moderate,28/12/2025,Call Drop,Fiber,In Progress,26/12/2025,1816,2,0
CMP-00451,AREA-0023,Selangor,Hulu Langat,3.220151,101.455934,4G,Good,26/12/2025,Slow Speed,4G,In Progress,14/11/2025,1758,0,0
CMP-00452,AREA-0002,Sarawak,Miri,3.416724,110.916982,5G,Moderate,31/12/2025,Call Drop,4G,Submitted,25/9/2025,2613,2,0
CMP-00453,AREA-0041,Perak,Ipoh,4.444807,101.222737,5G,Moderate,20/12/2025,Slow Speed,Fiber,In Progress,10/12/2025,569,3,0
CMP-00454,AREA-0090,Johor,Batu Pahat,1.674302,103.098395,5G,Poor,27/12/2025,No Connectivity,5G,Submitted,14/11/2025,1346,1,0
CMP-00455,AREA-0041,Perak,Ipoh,4.701678,100.957244,5G,Moderate,20/12/2025,Slow Speed,Fiber,In Progress,8/9/2025,1895,1,1
CMP-00456,AREA-0004,Johor,Johor Bahru,1.52939,103.952549,Fiber,Moderate,12/1/2026,Poor Coverage,5G,Resolved,3/10/2025,2733,4,0
CMP-00457,AREA-0045,Perak,Taiping,4.624903,101.234025,Fiber,Moderate,11/1/2026,Poor Coverage,5G,Resolved,10/10/2025,625,1,1
CMP-00458,AREA-0039,Selangor,Petaling,2.982787,101.824271,5G,Moderate,3/1/2026,No Connectivity,Fiber,Resolved,13/12/2025,3359,4,0
CMP-00459,AREA-0002,Sarawak,Miri,2.629456,112.269307,5G,Moderate,31/12/2025,Call Drop,Fiber,Resolved,20/9/2025,2901,5,0
CMP-00460,AREA-0005,Kedah,Alor Setar,6.118215,100.406138,5G,Poor,3/1/2026,Slow Speed,4G,Resolved,1/10/2025,1686,0,0
CMP-00461,AREA-0045,Perak,Taiping,4.093976,100.596685,Fiber,Moderate,11/1/2026,Service Outage,Fiber,Resolved,13/10/2025,3009,3,1
CMP-00462,AREA-0000,Kedah,Sungai Petani,5.545152,100.394083,4G,Moderate,17/12/2025,No Connectivity,4G,Submitted,28/11/2025,154,4,0
CMP-00463,AREA-0004,Johor,Johor Bahru,1.262743,103.955066,Fiber,Moderate,12/1/2026,Call Drop,5G,In Progress,2/12/2025,2537,0,1
CMP-00464,AREA-0045,Perak,Taiping,4.138174,100.739629,Fiber,Moderate,11/1/2026,Poor Coverage,5G,In Progress,18/10/2025,1409,1,1
CMP-00465,AREA-0014,Johor,Kulai,2.113018,102.984693,4G,Good,11/1/2026,Poor Coverage,Fiber,Submitted,8/12/2025,784,1,0
CMP-00466,AREA-0000,Kedah,Sungai Petani,6.315991,100.392196,4G,Moderate,17/12/2025,Slow Speed,5G,Submitted,29/10/2025,3175,0,0
CMP-00467,AREA-0012,Sarawak,Kuching,3.250796,112.704372,4G,Good,5/1/2026,Service Outage,5G,Resolved,8/10/2025,3464,1,0
CMP-00468,AREA-0021,Pahang,Temerloh,3.50672,103.845263,4G,Good,29/12/2025,Service Outage,5G,Resolved,27/10/2025,245,5,0
CMP-00469,AREA-0002,Sarawak,Miri,1.638837,113.189564,5G,Moderate,31/12/2025,Poor Coverage,4G,In Progress,18/10/2025,3247,5,1
CMP-00470,AREA-0090,Johor,Batu Pahat,1.600924,102.146402,5G,Poor,27/12/2025,No Connectivity,4G,Submitted,1/12/2025,3110,0,1
CMP-00471,AREA-0001,Penang,Seberang Perai,5.414354,100.403411,4G,Good,2/1/2026,Service Outage,Fiber,In Progress,4/9/2025,1500,4,0
CMP-00472,AREA-0012,Sarawak,Kuching,4.738052,111.618983,4G,Good,5/1/2026,Slow Speed,Fiber,Resolved,16/12/2025,1705,4,0
CMP-00473,AREA-0002,Sarawak,Miri,3.208578,113.524163,5G,Moderate,31/12/2025,No Connectivity,5G,Submitted,27/12/2025,2806,0,0
CMP-00474,AREA-0005,Kedah,Alor Setar,5.699722,100.361054,5G,Poor,3/1/2026,Slow Speed,Fiber,Resolved,20/12/2025,537,4,0
CMP-00475,AREA-0023,Selangor,Hulu Langat,3.158616,101.450055,4G,Good,26/12/2025,No Connectivity,5G,Resolved,30/10/2025,1890,4,1
CMP-00476,AREA-0003,Penang,George Town,5.453486,100.438018,Fiber,Good,4/1/2026,Call Drop,5G,Resolved,28/11/2025,1841,5,0
CMP-00477,AREA-0013,Pahang,Kuantan,3.138414,103.966293,5G,Poor,22/12/2025,No Connectivity,4G,In Progress,22/12/2025,920,4,0
CMP-00478,AREA-0012,Sarawak,Kuching,1.764862,110.836012,4G,Good,5/1/2026,Call Drop,Fiber,In Progress,6/9/2025,2455,2,0
CMP-00479,AREA-0041,Perak,Ipoh,4.51412,101.478939,5G,Moderate,20/12/2025,Call Drop,5G,Resolved,23/12/2025,524,3,0
CMP-00480,AREA-0014,Johor,Kulai,2.423759,103.5275,4G,Good,11/1/2026,Poor Coverage,Fiber,Submitted,15/12/2025,2875,1,0
CMP-00481,AREA-0014,Johor,Kulai,2.228875,102.362487,4G,Good,11/1/2026,Slow Speed,4G,Submitted,9/11/2025,1529,2,0
CMP-00482,AREA-0003,Penang,George Town,5.375051,100.403259,Fiber,Good,4/1/2026,Slow Speed,4G,Submitted,30/9/2025,2950,4,0
CMP-00483,AREA-0013,Pahang,Kuantan,3.372175,103.353575,5G,Poor,22/12/2025,Call Drop,5G,Submitted,22/12/2025,35,5,0
CMP-00484,AREA-0004,Johor,Johor Bahru,2.015185,103.875198,Fiber,Moderate,12/1/2026,Service Outage,4G,In Progress,23/10/2025,684,0,1
CMP-00485,AREA-0000,Kedah,Sungai Petani,5.164165,100.467196,4G,Moderate,17/12/2025,No Connectivity,5G,Submitted,28/11/2025,19,4,0
CMP-00486,AREA-0014,Johor,Kulai,1.576139,102.47395,4G,Good,11/1/2026,Call Drop,5G,Resolved,29/10/2025,2368,5,0
CMP-00487,AREA-0022,Sabah,Sandakan,5.811731,116.412007,4G,Good,5/1/2026,No Connectivity,Fiber,In Progress,15/12/2025,2559,3,0
CMP-00488,AREA-0002,Sarawak,Miri,3.233744,111.592481,5G,Moderate,31/12/2025,Service Outage,Fiber,In Progress,21/10/2025,399,4,0
CMP-00489,AREA-0007,Sabah,Kota Kinabalu,4.838445,116.600464,4G,Good,17/12/2025,Slow Speed,Fiber,Resolved,3/12/2025,2701,0,0
CMP-00490,AREA-0022,Sabah,Sandakan,5.990212,115.902965,4G,Good,5/1/2026,Poor Coverage,Fiber,Resolved,27/9/2025,971,5,0
CMP-00491,AREA-0013,Pahang,Kuantan,3.171466,103.002151,5G,Poor,22/12/2025,Call Drop,Fiber,Submitted,28/12/2025,1906,5,0
CMP-00492,AREA-0022,Sabah,Sandakan,4.550042,115.893512,4G,Good,5/1/2026,No Connectivity,4G,Resolved,12/10/2025,2518,5,0
CMP-00493,AREA-0022,Sabah,Sandakan,4.611604,116.602916,4G,Good,5/1/2026,Service Outage,Fiber,In Progress,1/9/2025,1166,3,0
CMP-00494,AREA-0002,Sarawak,Miri,3.416428,110.216956,5G,Moderate,31/12/2025,Poor Coverage,Fiber,Submitted,28/10/2025,1115,4,0
CMP-00495,AREA-0021,Pahang,Temerloh,3.518084,102.999243,4G,Good,29/12/2025,Service Outage,4G,Resolved,18/10/2025,3425,3,1
CMP-00496,AREA-0023,Selangor,Hulu Langat,3.220627,101.890962,4G,Good,26/12/2025,No Connectivity,4G,In Progress,19/11/2025,833,1,0
CMP-00497,AREA-0007,Sabah,Kota Kinabalu,4.10956,115.628177,4G,Good,17/12/2025,No Connectivity,5G,In Progress,1/12/2025,1823,1,0
CMP-00498,AREA-0001,Penang,Seberang Perai,5.360806,100.423804,4G,Good,2/1/2026,Service Outage,Fiber,Resolved,21/11/2025,2774,4,0
CMP-00499,AREA-0023,Selangor,Hulu Langat,2.984494,101.50641,4G,Good,26/12/2025,Call Drop,Fiber,Submitted,10/12/2025,1982,3,0
CMP-00500,AREA-0012,Sarawak,Kuching,3.795963,112.89856,4G,Good,5/1/2026,Call Drop,Fiber,In Progress,12/12/2025,853,0,0
CMP-00501,AREA-0012,Sarawak,Kuching,2.378362,113.527141,4G,Good,5/1/2026,No Connectivity,4G,Submitted,5/11/2025,50,5,0
CMP-00502,AREA-0022,Sabah,Sandakan,5.649825,115.744348,4G,Good,5/1/2026,Slow Speed,5G,In Progress,16/10/2025,574,5,1
CMP-00503,AREA-0039,Selangor,Petaling,3.036634,101.742834,5G,Moderate,3/1/2026,Poor Coverage,4G,In Progress,24/9/2025,3261,4,0
CMP-00504,AREA-0002,Sarawak,Miri,3.710744,112.241043,5G,Moderate,31/12/2025,Call Drop,4G,In Progress,9/10/2025,1148,1,0
CMP-00505,AREA-0012,Sarawak,Kuching,1.567966,112.346268,4G,Good,5/1/2026,Poor Coverage,Fiber,In Progress,18/10/2025,2197,1,0
CMP-00506,AREA-0013,Pahang,Kuantan,3.175355,102.734197,5G,Poor,22/12/2025,Service Outage,5G,Resolved,9/12/2025,2361,5,0
CMP-00507,AREA-0003,Penang,George Town,5.212784,100.245449,Fiber,Good,4/1/2026,Call Drop,Fiber,Resolved,18/11/2025,2617,4,0
CMP-00508,AREA-0014,Johor,Kulai,1.558608,103.529606,4G,Good,11/1/2026,Service Outage,Fiber,In Progress,16/9/2025,3413,3,0
CMP-00509,AREA-0003,Penang,George Town,5.29855,100.324943,Fiber,Good,4/1/2026,Slow Speed,4G,In Progress,10/10/2025,2352,1,0
CMP-00510,AREA-0005,Kedah,Alor Setar,5.931119,100.440865,5G,Poor,3/1/2026,Service Outage,Fiber,In Progress,18/12/2025,1715,3,1
CMP-00511,AREA-0045,Perak,Taiping,4.051312,101.462845,Fiber,Moderate,11/1/2026,Slow Speed,4G,In Progress,19/12/2025,681,1,0
CMP-00512,AREA-0012,Sarawak,Kuching,4.409662,111.584653,4G,Good,5/1/2026,Call Drop,Fiber,Resolved,18/9/2025,837,1,0
CMP-00513,AREA-0004,Johor,Johor Bahru,2.046234,102.925809,Fiber,Moderate,12/1/2026,Slow Speed,4G,Resolved,23/12/2025,1077,2,0
CMP-00514,AREA-0000,Kedah,Sungai Petani,5.728251,100.44176,4G,Moderate,17/12/2025,No Connectivity,5G,In Progress,7/9/2025,3050,1,0
CMP-00515,AREA-0000,Kedah,Sungai Petani,5.758107,100.315044,4G,Moderate,17/12/2025,Call Drop,5G,Submitted,23/9/2025,2491,0,0
CMP-00516,AREA-0001,Penang,Seberang Perai,5.385665,100.381844,4G,Good,2/1/2026,Slow Speed,5G,In Progress,11/9/2025,2660,4,0
CMP-00517,AREA-0007,Sabah,Kota Kinabalu,5.529169,116.132838,4G,Good,17/12/2025,No Connectivity,Fiber,In Progress,28/12/2025,3040,4,0
CMP-00518,AREA-0012,Sarawak,Kuching,4.778529,113.636456,4G,Good,5/1/2026,No Connectivity,5G,Resolved,14/10/2025,2311,3,1
CMP-00519,AREA-0039,Selangor,Petaling,3.297562,101.408487,5G,Moderate,3/1/2026,Poor Coverage,Fiber,In Progress,9/9/2025,3124,1,0
CMP-00520,AREA-0004,Johor,Johor Bahru,1.708838,103.992534,Fiber,Moderate,12/1/2026,No Connectivity,Fiber,In Progress,22/12/2025,1595,0,0
CMP-00521,AREA-0001,Penang,Seberang Perai,5.435928,100.470662,4G,Good,2/1/2026,No Connectivity,Fiber,Submitted,7/11/2025,3051,3,1
CMP-00522,AREA-0001,Penang,Seberang Perai,5.368948,100.282222,4G,Good,2/1/2026,Service Outage,4G,Submitted,14/10/2025,4,2,0
CMP-00523,AREA-0007,Sabah,Kota Kinabalu,5.020667,116.581629,4G,Good,17/12/2025,Slow Speed,Fiber,Resolved,13/10/2025,1126,3,0
CMP-00524,AREA-0005,Kedah,Alor Setar,6.239108,100.35017,5G,Poor,3/1/2026,Slow Speed,4G,In Progress,17/11/2025,1219,3,0
CMP-00525,AREA-0021,Pahang,Temerloh,3.941909,103.225596,4G,Good,29/12/2025,Service Outage,4G,In Progress,20/12/2025,773,1,0
CMP-00526,AREA-0004,Johor,Johor Bahru,1.2368,103.574832,Fiber,Moderate,12/1/2026,Poor Coverage,Fiber,In Progress,3/10/2025,876,2,0
CMP-00527,AREA-0000,Kedah,Sungai Petani,5.154344,100.462402,4G,Moderate,17/12/2025,Poor Coverage,5G,In Progress,4/12/2025,991,3,1
CMP-00528,AREA-0022,Sabah,Sandakan,4.705873,115.557944,4G,Good,5/1/2026,Slow Speed,4G,In Progress,7/12/2025,2931,0,0
CMP-00529,AREA-0003,Penang,George Town,5.408378,100.382796,Fiber,Good,4/1/2026,No Connectivity,5G,In Progress,8/9/2025,3421,0,0
